2.636000000000000000e+03,3.000000000000000000e+01,1.110000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.400000000000000000e+01,2.480000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
1.002000000000000000e+03,1.218236492000000000e+09,2.833719000000000000e+06,2.677100000000000000e+04,5.456310000000000000e+05,2.205787000000000000e+06,2.848500000000000000e+04,6.908500000000000000e+04,1.385066000000000000e+06,7.615000000000000000e+03,2.205950000000000000e+05,1.649530000000000000e+05,1.192340000000000000e+05,3.695610000000000000e+07,1.637579000000000000e+06,7.877560000000000000e+05,2.163133000000000000e+06,1.968433300000000000e+07,3.703830000000000000e+05
4.645000000000000000e+03,1.711958000000000000e+06,5.223163070000000000e+08,1.124010000000000000e+05,2.589000000000000000e+03,1.436271400000000000e+07,2.189530000000000000e+05,1.205730000000000000e+05,2.158334000000000000e+06,2.354210000000000000e+05,5.414000000000000000e+03,1.490970000000000000e+05,2.219170000000000000e+05,2.939212000000000000e+07,9.433800000000000000e+04,1.124460000000000000e+05,1.124700000000000000e+04,1.036000000000000000e+04,2.461160000000000000e+05
0.000000000000000000e+00,1.130000000000000000e+03,2.954200000000000000e+04,4.604500000000000000e+05,0.000000000000000000e+00,3.649000000000000000e+03,3.160000000000000000e+02,4.074000000000000000e+03,4.134000000000000000e+03,6.500000000000000000e+01,0.000000000000000000e+00,1.340000000000000000e+02,1.874000000000000000e+03,2.432600000000000000e+04,3.452000000000000000e+03,8.594000000000000000e+03,2.100000000000000000e+01,5.477000000000000000e+03,3.038000000000000000e+03
0.000000000000000000e+00,2.940570000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,5.918099000000000000e+06,6.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.524800000000000000e+04,7.090000000000000000e+02,0.000000000000000000e+00
8.950000000000000000e+02,1.356049000000000000e+06,1.977180700000000000e+07,6.466100000000000000e+04,1.265610000000000000e+05,1.137318520000000000e+09,1.117700000000000000e+04,3.840300000000000000e+04,1.963800000000000000e+04,1.494100000000000000e+04,5.250000000000000000e+02,3.740500000000000000e+04,1.287900000000000000e+04,2.560548000000000000e+06,2.943000000000000000e+03,5.870000000000000000e+02,2.903590000000000000e+05,2.870000000000000000e+03,1.898064000000000000e+06
5.500000000000000000e+02,0.000000000000000000e+00,8.384600000000000000e+04,5.000000000000000000e+00,0.000000000000000000e+00,1.366000000000000000e+03,1.333712000000000000e+06,4.360000000000000000e+02,5.300000000000000000e+03,9.856000000000000000e+03,1.780000000000000000e+02,1.742000000000000000e+03,6.048000000000000000e+03,2.174300000000000000e+04,1.395500000000000000e+04,2.030000000000000000e+02,5.500000000000000000e+01,3.140000000000000000e+02,1.493000000000000000e+03
1.540000000000000000e+02,6.000000000000000000e+00,4.739000000000000000e+04,1.590000000000000000e+02,0.000000000000000000e+00,6.357000000000000000e+03,3.594000000000000000e+03,8.801200000000000000e+05,1.236000000000000000e+03,8.923000000000000000e+03,3.000000000000000000e+00,9.750000000000000000e+02,2.335000000000000000e+03,8.231000000000000000e+03,1.962300000000000000e+04,1.018500000000000000e+04,0.000000000000000000e+00,1.080000000000000000e+02,4.800000000000000000e+01
0.000000000000000000e+00,1.681000000000000000e+03,4.637000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.370000000000000000e+02,1.050000000000000000e+02,0.000000000000000000e+00,2.700236000000000000e+06,6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.362000000000000000e+03,5.248400000000000000e+04,8.850000000000000000e+02,4.620000000000000000e+02,5.860000000000000000e+02,2.400000000000000000e+01
2.400000000000000000e+01,0.000000000000000000e+00,6.586200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.249000000000000000e+03,6.920000000000000000e+03,2.300000000000000000e+01,3.714000000000000000e+03,9.534240000000000000e+05,0.000000000000000000e+00,1.050000000000000000e+02,1.496300000000000000e+04,1.755200000000000000e+04,1.241000000000000000e+03,1.690000000000000000e+03,7.570000000000000000e+02,0.000000000000000000e+00,2.080000000000000000e+02
