6.186000000000000000e+03,1.950000000000000000e+02,4.400000000000000000e+01,2.265200000000000000e+04,4.531100000000000000e+04,2.150000000000000000e+03,1.650000000000000000e+02,3.293600000000000000e+04,2.946000000000000000e+03,1.073000000000000000e+03,7.708000000000000000e+03,6.926000000000000000e+03,3.201000000000000000e+03,1.066600000000000000e+04,0.000000000000000000e+00,8.650000000000000000e+02,0.000000000000000000e+00,3.050000000000000000e+02,1.706000000000000000e+03,1.717000000000000000e+03,1.740000000000000000e+02,2.150000000000000000e+02,0.000000000000000000e+00,2.622000000000000000e+03,5.860000000000000000e+02
1.840000000000000000e+02,4.655900000000000000e+04,1.564200000000000000e+04,2.614630000000000000e+05,1.064000000000000000e+03,2.500000000000000000e+01,1.864000000000000000e+03,2.500000000000000000e+01,5.200000000000000000e+01,6.130000000000000000e+02,3.978900000000000000e+04,2.389180000000000000e+05,4.140000000000000000e+02,3.063890000000000000e+05,7.000000000000000000e+00,9.604000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+02,9.410000000000000000e+02,1.300000000000000000e+01,9.180000000000000000e+02,0.000000000000000000e+00,5.180000000000000000e+02,0.000000000000000000e+00
1.540000000000000000e+02,9.120000000000000000e+02,9.930510000000000000e+05,2.515980000000000000e+05,3.365000000000000000e+03,4.800000000000000000e+01,1.411900000000000000e+04,1.029000000000000000e+03,5.500000000000000000e+01,0.000000000000000000e+00,9.795200000000000000e+04,1.985600000000000000e+05,7.160000000000000000e+02,8.369000000000000000e+04,1.410000000000000000e+02,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,1.205000000000000000e+03,0.000000000000000000e+00,3.730000000000000000e+02,0.000000000000000000e+00,2.491000000000000000e+03,0.000000000000000000e+00
1.431200000000000000e+04,3.872900000000000000e+04,2.407760000000000000e+05,1.419745860000000000e+08,1.427901000000000000e+06,1.691700000000000000e+04,4.973100000000000000e+04,2.240700000000000000e+04,1.084980000000000000e+05,3.492800000000000000e+04,2.907010000000000000e+05,5.132142000000000000e+06,1.442640000000000000e+05,5.395930000000000000e+06,1.304000000000000000e+03,2.741390000000000000e+05,1.100000000000000000e+02,4.663000000000000000e+03,1.548000000000000000e+05,3.471945000000000000e+06,3.709000000000000000e+03,4.545200000000000000e+04,0.000000000000000000e+00,6.558700000000000000e+04,4.129700000000000000e+04
1.104100000000000000e+04,1.320100000000000000e+04,1.271100000000000000e+04,1.815542000000000000e+06,2.411814590000000000e+08,2.241080000000000000e+05,4.120400000000000000e+04,6.716237000000000000e+06,3.763060000000000000e+05,6.973000000000000000e+04,1.062800000000000000e+05,5.089740000000000000e+05,6.961600000000000000e+05,3.884468000000000000e+06,8.133000000000000000e+03,6.824720000000000000e+05,2.300000000000000000e+01,1.968300000000000000e+04,4.857110000000000000e+05,3.814686000000000000e+06,1.638500000000000000e+04,1.874780000000000000e+05,0.000000000000000000e+00,2.270000000000000000e+04,8.056200000000000000e+04
2.950000000000000000e+02,3.470000000000000000e+02,1.788000000000000000e+03,2.299100000000000000e+04,1.957190000000000000e+05,3.397670000000000000e+05,1.920000000000000000e+02,3.470000000000000000e+04,6.517000000000000000e+03,1.935000000000000000e+03,3.450000000000000000e+03,4.504000000000000000e+03,2.355200000000000000e+04,2.178100000000000000e+04,0.000000000000000000e+00,3.049000000000000000e+03,0.000000000000000000e+00,4.200000000000000000e+01,7.083000000000000000e+03,1.044700000000000000e+04,2.011000000000000000e+03,1.712000000000000000e+03,0.000000000000000000e+00,1.603000000000000000e+03,3.700000000000000000e+02
8.500000000000000000e+01,6.290000000000000000e+02,2.572100000000000000e+04,1.753140000000000000e+05,1.216700000000000000e+04,3.000000000000000000e+00,2.604780000000000000e+05,5.008300000000000000e+04,3.130000000000000000e+02,1.800000000000000000e+01,1.327400000000000000e+04,1.407540000000000000e+05,1.140000000000000000e+02,7.990000000000000000e+03,0.000000000000000000e+00,1.278000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.350000000000000000e+02,4.250000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,0.000000000000000000e+00
3.814000000000000000e+03,5.900000000000000000e+01,1.738000000000000000e+03,1.647000000000000000e+04,5.690772000000000000e+06,3.442100000000000000e+04,3.348000000000000000e+03,4.746881300000000000e+07,1.749400000000000000e+04,4.960000000000000000e+02,4.240200000000000000e+04,1.607220000000000000e+05,4.153930000000000000e+05,2.858700000000000000e+04,1.740000000000000000e+02,9.145000000000000000e+03,0.000000000000000000e+00,6.630000000000000000e+03,5.172000000000000000e+03,1.270200000000000000e+04,7.010000000000000000e+02,1.627000000000000000e+03,0.000000000000000000e+00,9.405000000000000000e+03,3.550000000000000000e+02
6.490000000000000000e+02,2.750000000000000000e+02,1.220000000000000000e+02,7.290400000000000000e+04,8.595940000000000000e+05,2.957000000000000000e+03,5.310000000000000000e+02,1.403600000000000000e+04,2.047522000000000000e+06,8.168000000000000000e+03,1.906700000000000000e+04,2.518700000000000000e+04,2.099390000000000000e+05,1.631360000000000000e+05,0.000000000000000000e+00,1.554800000000000000e+04,0.000000000000000000e+00,1.690000000000000000e+03,5.473100000000000000e+04,1.059400000000000000e+04,3.560000000000000000e+02,1.611500000000000000e+04,0.000000000000000000e+00,2.052700000000000000e+04,1.653800000000000000e+04
2.990000000000000000e+02,6.600000000000000000e+02,7.470000000000000000e+02,5.815700000000000000e+04,1.669850000000000000e+05,3.094000000000000000e+03,1.396000000000000000e+03,9.094000000000000000e+03,1.491800000000000000e+04,3.494060000000000000e+05,4.374000000000000000e+03,3.416500000000000000e+04,4.933600000000000000e+04,9.668790000000000000e+05,1.100000000000000000e+01,1.587100000000000000e+04,1.300000000000000000e+01,8.100000000000000000e+01,4.445000000000000000e+03,1.644400000000000000e+04,3.230000000000000000e+02,7.554000000000000000e+03,0.000000000000000000e+00,2.102000000000000000e+03,6.557000000000000000e+03
