void,dirt,2,grass,tree,pole,water,sky,vehicle,object,asphalt,11,building,13,14,log,16,person,fence,dice
0.0,0.7972617,0.6122498,0.0,0.0,0.98772925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93569666,0.0,0.0,0.0,0.0,0.0,0.96436894
0.0,0.781694,0.9501508,0.0,0.0,0.7485721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7976876,0.0,0.0,0.0,0.0,0.0,0.9187665
0.0,0.96631956,0.9167641,0.0,0.0,0.97470355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8619246,0.0,0.0,0.0,0.0,0.0,0.9726111
0.0,0.81383115,0.845092,0.0,0.0,0.97439945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745237,0.0,0.0,0.0,0.0,0.0,0.90329903
0.0,0.98513615,0.89896894,0.0,0.0,0.96022433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88302994,0.0,0.0,0.0,0.0,0.0,0.9737539
0.0,0.97417957,0.9101411,0.0,0.0,0.98920184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59673387,0.0,0.0,0.0,0.0,0.0,0.94742405
0.0,0.941712,0.66731626,0.0,0.0,0.97410405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92573804,0.0,0.0,0.0,0.0,0.0,0.9617248
0.0,0.75056756,0.92272097,0.0,0.0,0.9301993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87535113
0.0,0.71033686,0.9299673,0.0,0.0,0.580849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7876024,0.0,0.0,0.0,0.0,0.0,0.8962344
0.0,0.81246454,0.5793178,0.0,0.0,0.96096647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70138186,0.0,0.0,0.0,0.0,0.0,0.90396744
0.0,0.69421124,0.86483437,0.0,0.0,0.9926986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79945356,0.0,0.0,0.0,0.0,0.0,0.8474618
0.0,0.9441373,0.8868287,0.0,0.0,0.84644383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8881467,0.0,0.0,0.0,0.0,0.0,0.94202256
0.0,0.8511725,0.934234,0.0,0.0,0.99222106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7061773,0.0,0.0,0.0,0.0,0.0,0.92060024
0.0,0.72872025,0.83969855,0.0,0.0,0.8984345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90575427,0.0,0.0,0.0,0.0,0.0,0.8676489
0.0,0.461429,0.9002915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1562695,0.0,0.0,0.0,0.0,0.0,0.7094106
0.0,0.70402133,0.89489424,0.0,0.0,0.9921841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618862,0.0,0.0,0.0,0.0,0.0,0.8258546
0.0,0.9353541,0.4594307,0.0,0.0,0.9607571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91712046,0.0,0.0,0.0,0.0,0.0,0.9532882
0.0,0.971448,0.88275206,0.0,0.0,0.9602239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92173046,0.0,0.0,0.0,0.0,0.0,0.9687934
0.0,0.948682,0.64783484,0.0,0.0,0.9781394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94288796,0.0,0.0,0.0,0.0,0.0,0.96732944
0.0,0.81387544,0.80277234,0.0,0.0,0.98657614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7507328,0.0,0.0,0.0,0.0,0.0,0.86986935
0.0,0.94740427,0.71867436,0.0,0.0,0.98623735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8950665,0.0,0.0,0.0,0.0,0.0,0.9555299
0.0,0.93195295,0.57845527,0.0,0.0,0.93033093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87572354,0.0,0.0,0.0,0.0,0.0,0.9432895
0.0,0.7263523,0.90161735,0.0,0.0,0.9670665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8320414,0.0,0.0,0.0,0.0,0.0,0.87451
0.0,0.8634566,0.93198645,0.0,0.0,0.99447227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7618603,0.0,0.0,0.0,0.0,0.0,0.9331298
0.0,0.9812684,0.9259074,0.0,0.0,0.98478264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908699,0.0,0.0,0.0,0.0,0.0,0.9813533
0.0,0.9702635,0.88248396,0.0,0.0,0.96040976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016167,0.0,0.0,0.0,0.0,0.0,0.9664714
0.0,0.5539995,0.81775004,0.0,0.0,0.9370776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88619894,0.0,0.0,0.0,0.0,0.0,0.7416441
0.0,0.9701753,0.8605012,0.0,0.0,0.991569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773126,0.0,0.0,0.0,0.0,0.0,0.95151
0.0,0.8713043,0.93002254,0.0,0.0,0.9789923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86026925,0.0,0.0,0.0,0.0,0.0,0.9371133
0.0,0.933999,0.81263614,0.0,0.0,0.98280805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44160512,0.0,0.0,0.0,0.0,0.0,0.9194115
0.0,0.7718194,0.8333032,0.0,0.0,0.95697415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83838,0.0,0.0,0.0,0.0,0.0,0.8779019
0.0,0.83868,0.757501,0.0,0.0,0.9810137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7612208,0.0,0.0,0.0,0.0,0.0,0.9134644
0.0,0.7223237,0.9666037,0.0,0.0,0.39315552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76192755,0.0,0.0,0.0,0.0,0.0,0.9060204
0.0,0.6952342,0.9241105,0.0,0.0,0.96831983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148427,0.0,0.0,0.0,0.0,0.0,0.8950013
0.0,0.8251269,0.81139964,0.0,0.0,0.96232975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77509016,0.0,0.0,0.0,0.0,0.0,0.88920224
0.0,0.8191901,0.960366,0.0,0.0,0.91621536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92423785
0.0,0.9547705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97229594,0.0,0.0,0.0,0.0,0.0,0.9825191
0.0,0.8982318,0.782513,0.0,0.0,0.97539914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8374948,0.0,0.0,0.0,0.0,0.0,0.93662715
0.0,0.845203,0.8374175,0.0,0.0,0.9629874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73423094,0.0,0.0,0.0,0.0,0.0,0.9040894
0.0,0.95109886,0.9369575,0.0,0.0,0.98193043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272122,0.0,0.0,0.0,0.0,0.0,0.9691892
0.0,0.9329272,0.9298081,0.0,0.0,0.92616034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756983,0.0,0.0,0.0,0.0,0.0,0.94740844
0.0,0.64516205,0.86151683,0.0,0.0,0.91262716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8365701,0.0,0.0,0.0,0.0,0.0,0.8133151
0.0,0.66624224,0.8030189,0.0,0.0,0.88726974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16402517,0.0,0.0,0.0,0.0,0.0,0.7700009
0.0,0.63670087,0.8379276,0.0,0.0,0.97433335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84122175,0.0,0.0,0.0,0.0,0.0,0.82949173
0.0,0.9594081,0.77830315,0.0,0.0,0.9812403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67283833,0.0,0.0,0.0,0.0,0.0,0.93108374
0.0,0.94187915,0.93186796,0.0,0.0,0.99434966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8554205,0.0,0.0,0.0,0.0,0.0,0.96611327
0.0,0.9376653,0.91284305,0.0,0.0,0.9598177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8590116,0.0,0.0,0.0,0.0,0.0,0.95848525
0.0,0.9041634,0.91711366,0.0,0.0,0.9937871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79760975,0.0,0.0,0.0,0.0,0.0,0.95375043
0.0,0.786277,0.9041553,0.0,0.0,0.99091953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6966456,0.0,0.0,0.0,0.0,0.0,0.8760152
0.0,0.854684,0.86743623,0.0,0.0,0.960322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8305105,0.0,0.0,0.0,0.0,0.0,0.9132435
0.0,0.7593464,0.8637972,0.0,0.0,0.9936847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927314,0.0,0.0,0.0,0.0,0.0,0.8850065
0.0,0.8835038,0.943408,0.0,0.0,0.9935822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7785523,0.0,0.0,0.0,0.0,0.0,0.9446515
0.0,0.9413232,0.93194336,0.0,0.0,0.99302477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85469306,0.0,0.0,0.0,0.0,0.0,0.9602426
0.0,0.7739556,0.8691643,0.0,0.0,0.92215794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7954796,0.0,0.0,0.0,0.0,0.0,0.8809288
0.0,0.9237063,0.47252652,0.0,0.0,0.97054505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90720683,0.0,0.0,0.0,0.0,0.0,0.95492494
0.0,0.7984663,0.8628869,0.0,0.0,0.95577943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83428186,0.0,0.0,0.0,0.0,0.0,0.88294446
0.0,0.7944077,0.7386834,0.0,0.0,0.9755337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79802626,0.0,0.0,0.0,0.0,0.0,0.92257553
0.0,0.7462925,0.8709275,0.0,0.0,0.95045996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90625745,0.0,0.0,0.0,0.0,0.0,0.8643242
