void,dirt,sand,grass,tree,pole,water,sky,vehicle,object,asphalt,gravel,building,mulch,rock-bed,log,bicycle,person,fence,bush,sign,rock,bridge,concrete,picnic-table,dice
0.0,0.0,0.4651163,0.7668209,0.89258826,0.0,0.0,0.7005864,0.0,0.0,0.0,0.8629192,0.71881783,0.8802918,0.78530186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9143367
0.0,0.0,0.0,0.25545192,0.7978486,0.2244489,0.0,0.84632474,0.63132316,0.0,0.5455208,0.0,0.50126314,0.785738,0.0,0.0,0.0,0.0,0.20346664,0.40532544,0.0,0.0,0.0,0.0,0.0,0.80698466
0.47706422,0.0,0.0,0.0,0.91963947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8325962,0.0,0.16195215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91400105
0.0,0.0,0.0,0.22797927,0.860512,0.0,0.0,0.54180443,0.0,0.06421357,0.0,0.44413424,0.0,0.5315748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591887
0.0,0.0,0.0,0.976162,0.91029525,0.0,0.0,0.900226,0.0,0.0,0.0,0.0,0.0,0.36979786,0.0,0.0,0.0,0.0,0.62889266,0.0,0.0,0.0,0.0,0.0,0.0,0.94416225
0.0,0.0,0.0,0.0,0.89260834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90762174,0.0,0.295787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92654335
0.0,0.0,0.0,0.7998209,0.9171946,0.5185185,0.0,0.7187686,0.0,0.0,0.0,0.6962774,0.0,0.0,0.0,0.27920792,0.0,0.0,0.0,0.19030946,0.0,0.0,0.0,0.0,0.0,0.8716147
0.0,0.0,0.0,0.8354091,0.928131,0.0,0.0,0.6136835,0.0,0.0,0.0,0.65712774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987413,0.0,0.0,0.0,0.0,0.0,0.911546
0.0,0.0,0.0,0.590329,0.23372526,0.44703507,0.0,0.8993708,0.0,0.29237545,0.0,0.75162596,0.7153424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3744636,0.0,0.82057345
0.0,0.0,0.0,0.78260034,0.93021846,0.0,0.0,0.8109608,0.0,0.0,0.0,0.64766026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88304967
0.06451613,0.0,0.0,0.94977117,0.8910719,0.44430768,0.0,0.866333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120347396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92955077
0.0,0.0,0.0,0.8568484,0.9759046,0.60016304,0.0,0.87234974,0.0,0.0,0.8527697,0.7951544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816015,0.0,0.0,0.0,0.0,0.94228595
0.0,0.0,0.0,0.38061967,0.7978309,0.0,0.0,0.2745229,0.69476223,0.0,0.0,0.72253674,0.0,0.36820778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7842389
0.0,0.0,0.0,0.62510186,0.79279983,0.0,0.0,0.61367804,0.0,0.0,0.0,0.0,0.0,0.7954668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86421514
0.0,0.0,0.0,0.7807067,0.9447038,0.0,0.0,0.4847963,0.0,0.0,0.0,0.8112272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130391
0.0,0.0,0.0,0.86872965,0.8946342,0.0,0.0,0.6174867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8916649
