void,dirt,2,grass,tree,pole,water,sky,vehicle,object,asphalt,11,building,13,14,log,16,person,fence,dice
0.0,0.8371177,0.65782315,0.0,0.0,0.95354956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970072,0.7874491,0.0,0.0,0.55057526,0.0,0.8978581
0.0,0.38743377,0.0,0.0,0.0,0.9121411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58590174,0.0,0.0,0.0,0.0,0.0,0.73926604
0.0,0.9324544,0.82157886,0.0,0.0,0.96199256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53499883,0.028039254,0.0,0.0,0.5341704,0.0,0.9282257
0.0,0.93571794,0.82224274,0.0,0.0,0.9768614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79865885,0.0,0.0,0.0,0.0028976174,0.0,0.95191145
0.0,0.9166221,0.63282824,0.0,0.0,0.98758376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718397,0.83162975,0.012033303,0.0,0.0,0.0,0.93365276
0.0,0.7403135,0.1490309,0.0,0.0,0.9394956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53477097,0.08056723,0.0,0.0,0.0,0.0,0.84146094
0.0,0.97068673,0.8628577,0.0,0.0,0.87685955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7925647,0.0,0.0,0.0,0.0,0.0,0.9441471
0.0,0.86770767,0.7922378,0.0,0.0,0.99191934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6677732,0.0,0.0,0.0,0.062318325,0.0003180965,0.9129692
0.0,0.8447572,0.72011733,0.0,0.0,0.99042153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249862,0.0,0.0,0.0,0.1903482,0.0,0.90482855
0.0,0.9672695,0.66204196,0.0,0.0,0.9756693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6815478,0.0,0.0,0.0,0.24309579,0.0,0.9328151
0.0,0.23498228,0.18509986,0.0,0.0,0.988936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44268712,0.67311925,0.2569177,0.0,0.0,0.0,0.887648
