void,dirt,2,grass,tree,pole,water,sky,vehicle,object,asphalt,11,building,13,14,log,16,person,fence,dice
0.0,0.9169887,0.8314366,0.0,0.0,0.9498123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9144829,0.78268206,0.0,0.8954872,0.76956236,0.0,0.9437018
0.0,0.9923509,0.8928577,0.0,0.0,0.9644526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88899183,0.90614295,0.0,0.0,0.0,0.0,0.97680384
0.0,0.9851154,0.88982445,0.0,0.0,0.9582658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89827764,0.0,0.0,0.0,0.0,0.0,0.9722739
0.0,0.8780765,0.8871466,0.0,0.0,0.9887341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6787198,0.0,0.0,0.0,0.41194877,0.6688349,0.93277085
0.0,0.88940537,0.8184577,0.0,0.0,0.9481198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9042217,0.76813924,0.0,0.6014613,0.88072884,0.0,0.94602126
0.0,0.98144794,0.7306505,0.0,0.0,0.97589827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95664716,0.8945113,0.61994785,0.0,0.0,0.0,0.9812682
0.0,0.98974216,0.92337424,0.0,0.0,0.9912353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861863,0.72906035,0.0,0.0,0.0,0.98031163
0.0,0.7118536,0.60322315,0.0,0.0,0.97424686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6110625,0.4902458,0.5490583,0.0,0.82434267,0.0,0.87969095
0.0,0.9875025,0.9456715,0.0,0.0,0.9730744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8965053,0.0,0.0,0.0,0.0,0.0,0.9801688
0.0,0.95924395,0.9437859,0.0,0.0,0.99042565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8763153,0.0,0.0,0.0,0.7397726,0.8622563,0.97484636
0.0,0.45527762,0.8255247,0.0,0.0,0.73919183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2501495,0.0,0.0,0.0,0.4154106,0.0,0.7269466
0.0,0.99042237,0.8836419,0.0,0.0,0.9921111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345799,0.9454801,0.54834837,0.0,0.0,0.0,0.9890334
0.0,0.9098852,0.86400974,0.0,0.0,0.9214933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571266,0.0,0.0,0.84658885,0.76546115,0.0,0.92794317
0.0,0.98302805,0.8453078,0.0,0.0,0.98419404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90392053,0.8944613,0.69286543,0.0,0.0,0.0,0.9775243
0.0,0.9339557,0.9489732,0.0,0.0,0.994918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88860863,0.0,0.0,0.0,0.5090342,0.77487224,0.97209287
0.0,0.98358744,0.7794843,0.0,0.0,0.97766304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95182174,0.887332,0.5813909,0.0,0.0,0.0,0.9830499
0.0,0.9731977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9828605,0.0,0.0,0.0,0.0,0.0,0.9894353
0.0,0.88167566,0.9288958,0.0,0.0,0.965856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89939946,0.0,0.0,0.0,0.74456954,0.0,0.9480069
0.0,0.9699434,0.92450994,0.0,0.0,0.97646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90052885,0.0,0.0,0.0,0.4005726,0.0,0.9742404
0.0,0.9028494,0.8105535,0.0,0.0,0.98117477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82510924,0.0,0.0,0.0,0.760281,0.0,0.9450751
0.0,0.98131436,0.9367898,0.0,0.0,0.9824815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89971787,0.0,0.0,0.0,0.0,0.0,0.9815621
0.0,0.9577271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97433376,0.0,0.0,0.0,0.0,0.0,0.98377085
0.0,0.98692304,0.6820713,0.0,0.0,0.96166337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93246734,0.9253175,0.4594255,0.0,0.0,0.0,0.9784857
0.0,0.91499335,0.92539513,0.0,0.0,0.99303776,0.0,0.0,0.0,0.0,0.0,0.73151684,0.0,0.7743464,0.0,0.9272852,0.7198598,0.77028495,0.5948913,0.9634614
0.0,0.8333306,0.89253753,0.0,0.0,0.949559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068618,0.0,0.0,0.0,0.0,0.0,0.9344792
0.0,0.8853404,0.856469,0.0,0.0,0.9912482,0.0,0.0,0.0,0.0,0.0,0.57488066,0.0,0.71386963,0.0,0.81838125,0.7283973,0.77096224,0.5637523,0.9443303
0.0,0.91042626,0.8528274,0.0,0.0,0.9518828,0.0,0.0,0.0,0.0,0.0,0.8211135,0.0,0.8495814,0.0,0.0,0.41604814,0.77075356,0.0,0.94504166
0.0,0.92895776,0.9208516,0.0,0.0,0.9509121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92392564,0.0,0.0,0.6982723,0.897681,0.0,0.9627339
0.0,0.9550975,0.80509984,0.0,0.0,0.9704577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8804819,0.0,0.9761089,0.0,0.88239825,0.0,0.9663464
