void,dirt,sand,grass,tree,pole,water,sky,vehicle,object,asphalt,gravel,building,mulch,rock-bed,log,bicycle,person,fence,bush,sign,rock,bridge,concrete,picnic-table,dice
0.0,0.0,0.0,0.9103796,0.761448,0.0,0.0,0.6847048,0.7221834,0.0,0.6224631,0.0,0.6715042,0.62047815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86018765
0.0,0.0,0.0,0.9659768,0.91957915,0.0,0.0,0.8348521,0.79748523,0.0,0.72303504,0.0,0.79956704,0.4967643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94884515
0.0,0.0,0.0,0.8358082,0.92445135,0.0,0.0,0.7823799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93145347
0.0,0.0,0.0,0.98180836,0.9452476,0.0,0.0,0.7319469,0.0,0.0,0.0,0.0,0.004385965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97144294
0.0,0.0,0.0,0.89493704,0.85184336,0.0,0.0,0.75568396,0.0,0.0,0.0,0.7787378,0.0,0.33024743,0.0,0.14107884,0.0,0.0,0.0,0.16962117,0.0,0.0,0.0,0.0,0.0,0.88464326
0.0,0.0,0.0,0.9668,0.9172516,0.0,0.0,0.0,0.854432,0.0,0.85140043,0.0,0.0,0.66747093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94839585
0.0,0.0,0.0,0.7822064,0.9559982,0.0,0.0,0.69009686,0.0,0.0,0.0,0.0,0.0,0.96486676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96637946
0.0,0.0,0.0,0.803622,0.9677901,0.4976378,0.0,0.890954,0.0,0.0,0.96289974,0.7217375,0.78650665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371115
0.0,0.0,0.0,0.6560923,0.9720888,0.0,0.0,0.6984009,0.0,0.0,0.0,0.5133758,0.0,0.031815056,0.0,0.78639954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82769823
0.0,0.0,0.0,0.9540982,0.96507525,0.0,0.0,0.57002777,0.0,0.0,0.0,0.96785444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97765857
0.0,0.0,0.0,0.9736338,0.9139153,0.0,0.0,0.6940021,0.7668858,0.0,0.3463357,0.0,0.5360883,0.3201469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482426
0.0,0.0,0.890957,0.8904667,0.945903,0.0,0.0,0.8659175,0.0,0.0,0.0,0.8979404,0.0,0.71644163,0.0,0.0,0.0,0.0,0.0,0.73424417,0.0,0.0,0.0,0.0,0.0,0.9485703
0.0,0.0,0.0,0.8822664,0.9369398,0.0,0.0,0.60878646,0.0,0.0,0.0,0.85241616,0.0,0.0,0.0,0.028137194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9366385
0.0,0.0,0.0,0.8356112,0.6851118,0.0,0.0,0.95856875,0.0,0.0,0.0,0.99370587,0.7856481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96105444
0.0,0.0,0.0,0.874892,0.9453838,0.0,0.0,0.9058256,0.0,0.0,0.0,0.7831429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9330074
0.0,0.0,0.0,0.98978555,0.95203936,0.0,0.0,0.7983528,0.0,0.0,0.0,0.9176055,0.6578397,0.0,0.0,0.0,0.0,0.0,0.0,0.8255568,0.0,0.0,0.0,0.0,0.0,0.97497624
0.0,0.0,0.0,0.9801167,0.8903893,0.0,0.0,0.9734758,0.8372657,0.0,0.0,0.0,0.92499787,0.0,0.0,0.0,0.0,0.0,0.04475043,0.8650311,0.0,0.21621196,0.0,0.44713488,0.0,0.9512051
0.0,0.0,0.0,0.0,0.9052898,0.0,0.0,0.98940164,0.62164015,0.39513677,0.9895964,0.0,0.90838784,0.0,0.0,0.0,0.0,0.0,0.19117308,0.0,0.0,0.0,0.0,0.0,0.0,0.9689244
0.0,0.0,0.0,0.8766316,0.948869,0.0,0.0,0.78336936,0.0,0.0,0.0,0.90140975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9509276
0.0,0.0,0.0,0.8864885,0.93922323,0.0,0.0,0.9303474,0.74403495,0.0,0.09863014,0.0,0.8599228,0.6597151,0.0,0.51954114,0.0,0.0,0.0,0.78527105,0.0,0.0,0.0,0.0,0.0,0.9330338
0.0,0.0,0.0,0.4780439,0.8695038,0.0,0.0,0.8000843,0.0,0.0,0.0,0.84746444,0.0,0.89178336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90428644
0.0,0.0,0.0,0.9105538,0.9421468,0.0,0.0,0.92935693,0.70737076,0.0,0.0,0.8612189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51285154,0.0,0.0,0.0,0.0,0.0,0.95072675
0.0,0.0,0.0,0.82717955,0.9165111,0.0,0.0,0.49326664,0.0,0.0,0.0,0.24232696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89759517
0.0,0.0,0.0,0.016817234,0.9475457,0.0,0.0,0.51516265,0.0,0.0,0.0,0.0,0.0,0.8896884,0.0,0.2737723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93418866
0.0,0.0,0.0,0.83335894,0.9370233,0.0,0.0,0.7258407,0.0,0.0,0.0,0.5392157,0.0,0.90137726,0.0,0.3187547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935584
0.0,0.0,0.0,0.9707838,0.81324416,0.93869007,0.0,0.97972536,0.0,0.0,0.8854167,0.0,0.9702919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9792283
0.0,0.0,0.0,0.0,0.96458745,0.0,0.0,0.0,0.0,0.3328125,0.0,0.0,0.0,0.88847184,0.0,0.0012144765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9612421
0.0,0.0,0.0,0.96841145,0.9559012,0.0,0.0,0.6444506,0.0,0.0,0.0,0.28038675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682003
0.0,0.0,0.0,0.9709818,0.9455861,0.0,0.0,0.9494694,0.0,0.0,0.0,0.7456849,0.0,0.084821425,0.0,0.0,0.0,0.0,0.0,0.085754454,0.0,0.0,0.0,0.0,0.0,0.96946883
0.0,0.0,0.0,0.785266,0.9218437,0.0,0.0,0.90042853,0.0,0.0,0.0,0.79486275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39519396,0.0,0.0,0.0,0.0,0.0,0.91371036
0.0,0.0,0.0,0.0,0.86292076,0.0,0.0,0.9884469,0.3647199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011572959,0.0,0.0,0.0,0.0,0.0,0.5092098
0.0,0.0,0.0,0.94127053,0.9106865,0.0,0.0,0.62978655,0.0,0.0,0.0,0.7149205,0.0,0.685133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92686313
0.0,0.0,0.0,0.9787378,0.9485449,0.0,0.0,0.6858859,0.0,0.0,0.0,0.0,0.0,0.4096114,0.0,0.3712008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584408
0.0,0.0,0.0,0.0,0.9037465,0.0,0.0,0.8728893,0.0,0.0,0.0,0.0,0.0,0.95954853,0.0,0.54662555,0.0,0.0,0.0,0.01117781,0.0,0.0,0.0,0.0,0.0,0.94836944
0.0,0.0,0.0,0.14375775,0.81839883,0.0,0.0,0.10924087,0.75376993,0.0,0.0,0.6688198,0.0,0.9065466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077484
0.0,0.0,0.0,0.07526237,0.9275856,0.0,0.0,0.77154726,0.0,0.0,0.0,0.64815253,0.4989605,0.9362502,0.0,0.20812182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93312633
0.0,0.0,0.0,0.782549,0.89870816,0.0,0.0,0.98705935,0.0,0.0,0.0,0.81910634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415288,0.0,0.0,0.0,0.0,0.0,0.9260492
0.0,0.0,0.0,0.8241825,0.9074081,0.0,0.0,0.7312504,0.0,0.0,0.0,0.8691688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9097754
0.0,0.0,0.0,0.94010115,0.93234825,0.0,0.0,0.65266836,0.0,0.0,0.0,0.7425563,0.11741071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94537526
0.0,0.0,0.0,0.87711364,0.9210519,0.0,0.0,0.75861114,0.0,0.0,0.0,0.91394484,0.0,0.7584524,0.0,0.0,0.0,0.0,0.0,0.20718563,0.0,0.0,0.0,0.0,0.0,0.9331052
0.0,0.0,0.0,0.91260827,0.9538317,0.0,0.0,0.7133744,0.0,0.0,0.0,0.6024866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9406475
0.0,0.0,0.0,0.89705807,0.9659109,0.0,0.0,0.6254468,0.0,0.0,0.0,0.9736377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97395086
0.0,0.0,0.0,0.6560949,0.96236336,0.0,0.0,0.39169863,0.0,0.0,0.0,0.0,0.0,0.9355293,0.0,0.08754624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557611
0.0,0.0,0.0,0.8915726,0.9509691,0.0,0.0,0.113351665,0.0,0.0,0.0,0.0,0.0,0.69978595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9258457
0.0,0.0,0.0,0.8444489,0.9560639,0.0,0.0,0.7335962,0.0,0.0,0.0,0.7903024,0.0,0.96891207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959852
0.0,0.0,0.0,0.9919888,0.9271842,0.0,0.0,0.88031924,0.0,0.0,0.0,0.0,0.91268635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97083247
0.0,0.0,0.0,0.0,0.9824755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97933924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9887341
0.0,0.0,0.0,0.98281616,0.9535774,0.0,0.0,0.85468686,0.0,0.0,0.0,0.9555788,0.8769941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9778039
0.0,0.0,0.0,0.7057888,0.9426607,0.0,0.0,0.63019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22940966,0.0,0.0,0.0,0.0,0.0,0.85044664
0.0,0.0,0.0,0.9796178,0.9514355,0.0,0.0,0.8696136,0.0,0.0,0.0,0.62361497,0.0,0.057108864,0.0,0.0,0.0,0.0,0.0,0.21459779,0.0,0.0,0.0,0.0,0.0,0.97334564
0.0,0.0,0.0,0.6271175,0.9240575,0.0,0.0,0.79350024,0.0,0.0,0.0,0.9418969,0.0,0.09397407,0.0,0.0,0.0,0.0,0.0,0.8119002,0.0,0.0,0.0,0.0,0.0,0.93289375
0.0,0.0,0.0,0.8193731,0.9432624,0.0,0.0,0.6773555,0.0,0.0,0.0,0.0,0.0,0.9887748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971657
0.0,0.0,0.0,0.968443,0.95070213,0.0,0.0,0.5962556,0.0,0.0,0.0,0.0,0.0,0.74225074,0.0,0.30616373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9485465
0.0,0.0,0.0,0.45377025,0.9004298,0.0,0.0,0.6687617,0.0,0.0,0.0,0.71847135,0.0,0.9551259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93221724
0.0,0.0,0.0,0.87650645,0.7312438,0.0,0.0,0.8290052,0.0,0.0,0.0,0.5704674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49585417,0.0,0.0,0.0,0.0,0.0,0.8337553
0.0,0.0,0.0,0.6316828,0.91351765,0.0,0.0,0.33997887,0.77586704,0.0,0.0,0.98472863,0.0,0.8728432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9469107
0.0,0.0,0.0,0.97057414,0.88887167,0.15320385,0.0,0.9009691,0.0,0.0,0.7764059,0.0,0.92150676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555655
0.0,0.0,0.0,0.9352817,0.43723124,0.0,0.0,0.94877434,0.0,0.04150537,0.0,0.2780338,0.71435213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88966435
0.0,0.0,0.0,0.8696026,0.9775134,0.5341111,0.0,0.85728425,0.0,0.0,0.9124638,0.8334821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9503858
