void,dirt,2,grass,tree,pole,water,sky,vehicle,object,asphalt,11,building,13,14,log,16,person,fence,dice
0.0,0.9456296,0.82460976,0.0,0.0,0.94162285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856863,0.70150256,0.0,0.0,0.50553334,0.0,0.94191146
0.0,0.9379371,0.90738237,0.0,0.0,0.9812246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8753736,0.0,0.0,0.0,0.08480025,0.0,0.96186155
0.0,0.84937507,0.7003394,0.0,0.0,0.94389504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7258518,0.6118041,0.0,0.0,0.38128522,0.0,0.8961454
0.0,0.7389839,0.4155302,0.0,0.0,0.98150337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7795307,0.043694004,0.0,0.0,0.55160433,0.0,0.9141736
0.0,0.44903058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7113861,0.0,0.0,0.0,0.0,0.0,0.76614755
0.0,0.93447423,0.89201766,0.0,0.0,0.97475684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829859,0.0,0.0,0.0,0.20085166,0.0,0.9567318
0.0,0.9561262,0.816671,0.0,0.0,0.9464123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77131826,0.0,0.0,0.0,0.0,0.0,0.94905293
0.0,0.83661854,0.8468334,0.0,0.0,0.9913722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67828226,0.0,0.0,0.0,0.26236308,0.42829442,0.9254679
0.0,0.8639526,0.83103883,0.0,0.0,0.9165073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32523987,0.0,0.0,0.0,0.278017,0.0,0.8847092
0.0,0.7255852,0.91028345,0.0,0.0,0.95552915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8574134,0.0,0.0,0.5343902,0.046548843,0.0,0.86008114
0.0,0.96777964,0.8581626,0.0,0.0,0.85126805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461065,0.0,0.0,0.22195417,0.06621987,0.0,0.943799
0.0,0.96483225,0.8581332,0.0,0.0,0.98330754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75260025,0.0,0.0,0.0,0.0,0.0,0.9642704
0.0,0.5541805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75126135,0.0,0.0,0.0,0.0,0.0,0.80992407
0.0,0.87257755,0.8184244,0.0,0.0,0.9571687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40538943,0.0,0.0,0.0,0.28415927,0.0,0.8922057
0.0,0.86336565,0.7607074,0.0,0.0,0.9417482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6614777,0.0,0.0,0.0,0.5248109,0.0,0.8904171
0.0,0.70190763,0.6665592,0.0,0.0,0.96739304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185361,0.25063896,0.0,0.6057643,0.7474109,0.0,0.8596224
0.0,0.7061139,0.24167798,0.0,0.0,0.98453516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7194766,0.5807748,0.0,0.0,0.7323247,0.0,0.89933205
0.0,0.874223,0.5217939,0.0,0.0,0.98366356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888684,0.8736082,0.23242468,0.0,0.0,0.0,0.956625
0.0,0.7963657,0.730965,0.0,0.0,0.96039593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72735035,0.6736422,0.0,0.0,0.3931365,0.0,0.87877387
0.0,0.76491797,0.8330824,0.0,0.0,0.96483564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7770252,0.0,0.0,0.19194517,0.28778112,0.0,0.8957509
0.0,0.86614025,0.7840897,0.0,0.0,0.9491311,0.0,0.0,0.0,0.0,0.0,0.0047397814,0.0,0.6995383,0.0,0.0,0.0005772561,0.60618913,0.0,0.90325695
0.0,0.96513444,0.7835199,0.0,0.0,0.950841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589714,0.0,0.0,0.0,0.5187816,0.0,0.9450881
0.0,0.8929688,0.9218839,0.0,0.0,0.9925791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71892256,0.0,0.0,0.0,0.49329758,0.30005345,0.94435376
0.0,0.8026036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862692,0.0,0.0,0.0,0.0,0.0,0.8855278
0.0,0.82958156,0.7605233,0.0,0.0,0.9696155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65263855,0.0,0.0,0.0,0.638197,0.0,0.9053134
0.0,0.8119068,0.7738104,0.0,0.0,0.9428891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39842445,0.0,0.0,0.5080932,0.5982385,0.0,0.84788674
0.0,0.9022635,0.84777933,0.0,0.0,0.92983043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53993076,0.0,0.0,0.0,0.5757873,0.0,0.91064584
0.0,0.94329286,0.30798072,0.0,0.0,0.95147204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83754444,0.89072615,0.22111663,0.0,0.0,0.0,0.94903475
0.0,0.9685002,0.6570689,0.0,0.0,0.9830712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8855848,0.8879436,0.17123191,0.0,0.0,0.0,0.96947
0.0,0.6612195,0.8274941,0.0,0.0,0.94847625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24894282,0.0,0.0,0.0,0.23149607,0.0,0.8081159
0.0,0.84597814,0.93915486,0.0,0.0,0.99041843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716268,0.0,0.0,0.0,0.08347087,0.18179622,0.8839453
0.0,0.80460984,0.69851035,0.0,0.0,0.9583699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7122963,0.34622392,0.0,0.106006324,0.57626534,0.0,0.894645
0.0,0.8321587,0.84814346,0.0,0.0,0.9120719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7116815,0.24659607,0.0,0.48467264,0.72661924,0.0,0.9022374
0.0,0.9356028,0.82755935,0.0,0.0,0.93880004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130489,0.7287037,0.0,0.0,0.32136336,0.0,0.93723696
0.0,0.8930632,0.7953936,0.0,0.0,0.9833933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75130093,0.0,0.22094074,0.61222035,0.39821416,0.035307262,0.91167706
0.0,0.8327749,0.6399258,0.0,0.0,0.9483744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70438147,0.23776735,0.0,0.57788694,0.71612257,0.0,0.89279646
0.0,0.8663876,0.84665316,0.0,0.0,0.9381795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7360809,0.0,0.0,0.0,0.5134461,0.0,0.905694
0.0,0.9435839,0.3152892,0.0,0.0,0.95054805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8464929,0.849049,0.6212794,0.0,0.0,0.0,0.936964
0.0,0.96665984,0.9274389,0.0,0.0,0.9756829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87237346,0.0,0.0,0.0,0.2649459,0.0,0.9727257
0.0,0.5570263,0.91084033,0.0,0.0,0.6284437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31867126,0.0,0.0,0.0,0.2971142,0.0,0.79304427
0.0,0.95685804,0.82475215,0.0,0.0,0.9852417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7519965,0.0,0.0,0.0,0.0,0.55547476,0.9518351
0.0,0.792953,0.8728185,0.0,0.0,0.94855404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37233606,0.0,0.0,0.0,0.27995703,0.0,0.8646584
0.0,0.9634546,0.8817611,0.0,0.0,0.9831466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864978,0.0,0.0,0.0,0.101123594,0.0,0.96944314
0.0,0.9676109,0.90901524,0.0,0.0,0.95532584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79702944,0.0,0.0,0.0,0.0,0.0,0.96284115
0.0,0.74955547,0.41764852,0.0,0.0,0.9828226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78049475,0.0,0.0,0.0,0.57744175,0.0,0.9265048
0.0,0.8422668,0.784282,0.0,0.0,0.91341615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82932675,0.0,0.0,0.39562327,0.5441868,0.0,0.90231943
0.0,0.79523593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870065,0.0,0.0,0.0,0.0,0.0,0.88328475
0.0,0.90806633,0.86937404,0.0,0.0,0.9902909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7404452,0.0,0.0,0.0,0.5775632,0.37176,0.94340193
0.0,0.92590964,0.89589113,0.0,0.0,0.98564076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888906,0.0,0.0,0.0,0.21189734,0.0,0.9561749
0.0,0.90076476,0.8525499,0.0,0.0,0.98745877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6679827,0.0,0.0,0.0,0.0,0.6233703,0.93031204
0.0,0.8908719,0.8426798,0.0,0.0,0.9939181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7774718,0.0,0.0,0.0,0.52907056,0.5292206,0.95324653
0.0,0.85641176,0.8435552,0.0,0.0,0.99276227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244437,0.0,0.0,0.0,0.37481752,0.47560576,0.9361879
0.0,0.8747709,0.8575023,0.0,0.0,0.95473427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494748,0.70458865,0.0,0.015306123,0.3114414,0.0,0.91625607
0.0,0.9354865,0.82743466,0.0,0.0,0.9913011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66137487,0.0,0.0,0.0,0.0,0.3894498,0.9412986
0.0,0.9014186,0.8377548,0.0,0.0,0.9372511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966595,0.0,0.0,0.0,0.41773725,0.0,0.90519226
0.0,0.8730874,0.8892063,0.0,0.0,0.9879453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7179833,0.0,0.8292716,0.0,0.65779376,0.15297168,0.93938065
0.0,0.6901931,0.87938064,0.0,0.0,0.9602261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388158,0.0,0.0,0.56635654,0.06852459,0.0,0.8187023
